Rk,Player,Age,Tm,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,bbref_id,Player_clean,salary_2025_26,salary_imputed
185,Aaron Gordon,29,DEN,PF,51,42,1447,17.0,0.65,0.346,0.36,6.4,12.1,9.4,15.0,0.8,0.9,11.3,19.0,3.6,0.7,4.3,0.143,2.7,-1.5,1.2,1.2,,gordoaa01,aaron gordon,22841455.0,False
305,Aaron Holiday,28,HOU,PG,62,3,792,12.2,0.594,0.675,0.153,1.7,8.9,5.2,14.3,1.2,1.2,11.5,16.8,1.2,0.8,2.0,0.122,-0.4,0.1,-0.2,0.3,,holidaa01,aaron holiday,1200000.0,True
250,Aaron Nesmith,25,IND,SF,45,37,1123,14.6,0.653,0.515,0.211,3.7,13.9,8.8,6.6,1.5,1.4,8.2,17.4,1.9,1.0,2.9,0.126,0.0,-0.5,-0.5,0.4,,nesmiaa01,aaron nesmith,11000000.0,False
139,Aaron Wiggins,26,OKC,SG,76,26,1744,16.1,0.596,0.466,0.122,5.1,12.9,9.1,10.6,1.7,1.0,8.3,20.3,2.7,2.7,5.4,0.148,1.3,-0.2,1.1,1.4,,wiggiaa01,aaron wiggins,9672897.0,False
457,Adam Flagler,25,OKC,SG,37,0,203,3.7,0.335,0.75,0.021,3.8,10.3,7.1,7.3,1.9,1.5,4.0,21.1,-0.6,0.3,-0.3,-0.062,-8.1,-2.3,-10.3,-0.4,,flaglad01,adam flagler,1200000.0,True
548,Adama Sanogo,22,CHI,C,4,0,21,15.2,0.571,0.0,0.0,25.4,4.9,15.0,6.7,0.0,0.0,12.5,15.9,0.0,0.0,0.0,0.105,0.7,-3.4,-2.6,0.0,,sanogad01,adama sanogo,600000.0,True
287,Adem Bona,21,PHI,C,58,11,905,16.5,0.714,0.005,0.521,11.1,19.9,15.3,4.4,1.4,7.5,20.5,14.3,1.4,0.9,2.3,0.121,-2.9,0.2,-2.7,-0.2,,bonaad01,adem bona,1955377.0,False
152,A.J. Green,25,MIL,SG,73,7,1659,9.2,0.621,0.856,0.064,1.2,9.8,5.7,8.5,1.1,0.4,8.4,12.6,1.6,1.3,2.8,0.082,-1.7,-0.4,-2.2,-0.1,,greenaj01,aj green,2301587.0,False
338,AJ Johnson,20,2TM,SG,29,11,639,7.1,0.48,0.423,0.174,1.3,8.3,4.8,17.1,0.9,0.4,13.2,17.4,-0.5,0.0,-0.4,-0.032,-5.6,-2.5,-8.1,-1.0,,johnsaj01,aj johnson,3090480.0,False
379,A.J. Lawson,24,TOR,SG,26,2,486,12.7,0.542,0.532,0.332,4.3,14.9,9.5,9.1,1.3,1.2,6.4,20.0,0.4,0.4,0.8,0.081,-1.5,-1.0,-2.5,-0.1,,lawsoaj01,aj lawson,2270735.0,False
349,Ajay Mitchell,22,OKC,SG,36,1,597,12.0,0.587,0.326,0.19,3.3,8.8,6.1,13.8,2.0,0.7,12.7,16.2,0.6,0.9,1.5,0.122,-2.5,0.9,-1.6,0.1,,mitchaj01,ajay mitchell,1200000.0,True
153,Al Horford,38,BOS,C,60,42,1659,12.9,0.563,0.681,0.082,5.2,18.9,12.1,10.4,1.1,2.8,8.8,13.8,2.0,2.4,4.4,0.129,0.1,1.1,1.2,1.3,,horfoal01,al horford,1200000.0,True
293,Alec Burks,33,MIA,SG,49,14,863,12.8,0.608,0.764,0.181,1.9,13.8,7.9,9.1,1.6,0.8,9.0,16.5,0.9,0.9,1.8,0.1,0.0,0.3,0.3,0.5,,burksal01,alec burks,1200000.0,True
266,Alex Caruso,30,OKC,SG,54,3,1041,15.9,0.568,0.541,0.162,4.0,12.2,8.2,16.6,4.0,2.9,9.9,15.2,1.6,2.3,3.9,0.18,0.1,3.9,4.0,1.6,6MOY-8,carusal01,alex caruso,18102000.0,False
480,Alex Ducas,24,OKC,SG,21,0,125,10.1,0.583,0.7,0.067,7.9,14.3,11.2,4.8,1.9,0.0,11.5,11.8,0.1,0.2,0.3,0.125,-2.1,0.1,-2.0,0.0,,ducasal01,alex ducas,600000.0,True
409,Alex Len,31,2TM,C,46,7,380,10.6,0.525,0.143,0.27,11.3,16.7,14.0,12.6,1.2,5.4,22.1,10.3,0.2,0.4,0.7,0.083,-3.9,1.2,-2.6,-0.1,,lenal01,alex len,1200000.0,True
455,Alex Reese,25,2TM,PF,15,0,216,14.0,0.641,0.759,0.222,4.5,20.8,12.3,2.6,2.3,4.5,9.2,13.2,0.3,0.2,0.5,0.109,-0.9,-0.3,-1.2,0.0,,reeseal01,alex reese,1200000.0,True
126,Alex Sarr,19,WAS,C,67,67,1814,12.9,0.482,0.412,0.199,7.1,17.9,12.5,13.9,1.2,5.0,11.2,23.5,-1.6,1.3,-0.3,-0.007,-2.2,-1.0,-3.3,-0.6,ROY-4,sarral01,alex sarr,11808240.0,False
567,Alondes Williams,25,DET,SG,1,0,4,53.4,1.25,0.5,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,21.1,0.0,0.0,0.0,0.565,37.9,6.2,44.1,0.0,,willial06,alondes williams,600000.0,True
35,Alperen Şengün,22,HOU,C,76,76,2395,21.4,0.545,0.079,0.374,11.4,23.8,17.5,24.1,1.7,2.3,12.7,26.2,4.1,4.2,8.3,0.166,2.6,1.8,4.4,3.9,AS,sengual01,alperen sengun,33944954.0,False
57,Amen Thompson,22,HOU,SF,69,42,2225,18.7,0.602,0.131,0.354,9.0,18.2,13.5,16.9,2.1,3.6,14.6,17.5,4.1,3.9,8.0,0.172,1.4,2.6,4.1,3.4,DPOY-5DEF1,thompam01,amen thompson,9690600.0,False
137,Amir Coffey,27,LAC,SG,72,13,1748,11.2,0.614,0.484,0.253,2.1,8.2,5.2,6.1,1.1,0.4,7.4,15.3,2.4,1.7,4.0,0.111,-1.5,-0.2,-1.7,0.1,,coffeam01,amir coffey,1200000.0,True
319,Andre Drummond,31,PHI,C,40,23,751,16.0,0.535,0.085,0.385,15.8,31.6,23.4,6.8,2.6,2.4,16.7,19.1,0.2,1.0,1.2,0.078,-2.4,-0.8,-3.2,-0.2,,drumman01,andre drummond,5000000.0,False
273,Andre Jackson Jr.,23,MIL,SG,67,43,980,8.6,0.554,0.386,0.122,7.5,12.5,10.1,10.9,1.7,1.3,21.8,11.9,0.1,1.0,1.2,0.059,-3.6,0.2,-3.4,-0.3,,jacksan01,andre jackson jr,2221677.0,False
110,Andrew Nembhard,25,IND,SG,65,65,1881,11.7,0.545,0.325,0.252,2.0,10.7,6.4,22.5,2.0,0.5,15.8,16.3,1.1,1.7,2.8,0.071,-2.6,0.3,-2.3,-0.1,,nembhan01,andrew nembhard,18102000.0,False
118,Andrew Wiggins,29,2TM,SF,60,60,1842,16.4,0.566,0.415,0.306,5.1,10.8,7.9,13.5,1.6,2.6,9.4,24.5,1.9,2.1,4.0,0.104,1.2,-0.3,0.9,1.4,,wiggian01,andrew wiggins,28223215.0,False
43,Anfernee Simons,25,POR,SG,70,70,2292,14.9,0.557,0.527,0.172,1.2,8.0,4.5,23.3,1.3,0.2,10.6,24.6,2.9,1.2,4.2,0.087,1.5,-1.5,-0.1,1.1,,simonan01,anfernee simons,27678571.0,False
107,Anthony Black,21,ORL,PG,78,10,1887,11.6,0.521,0.315,0.318,3.0,11.4,7.0,19.4,2.3,2.4,16.4,19.6,-0.6,3.0,2.4,0.061,-3.1,1.2,-1.9,0.0,,blackan01,anthony black,7970280.0,False
145,Anthony Davis,31,2TM,C,51,51,1706,26.3,0.588,0.136,0.405,9.1,29.1,19.4,18.3,1.7,6.0,9.5,30.4,3.7,3.0,6.7,0.188,3.9,1.5,5.4,3.2,AS,davisan02,anthony davis,54126450.0,False
3,Anthony Edwards,23,MIN,SG,79,79,2871,20.1,0.595,0.503,0.308,2.4,14.8,8.7,20.9,1.6,1.7,12.0,31.4,4.6,3.8,8.4,0.14,4.4,0.0,4.3,4.6,MVP-7CPOY-3ASNBA2,edwaran01,anthony edwards,45550512.0,False
402,Anthony Gill,32,WAS,PF,51,0,397,10.2,0.586,0.352,0.568,4.7,12.6,8.6,5.7,1.1,0.5,8.3,12.7,0.4,0.1,0.5,0.058,-3.0,-1.5,-4.5,-0.3,,gillan01,anthony gill,1200000.0,True
545,Anton Watson,24,NYK,SF,9,0,22,5.9,0.444,0.111,0.0,5.3,10.3,7.8,12.8,2.3,0.0,18.2,21.7,-0.1,0.0,0.0,-0.07,-8.3,-1.8,-10.1,0.0,,watsoan02,anton watson,600000.0,True
334,Antonio Reeves,24,NOP,SG,44,6,660,11.7,0.579,0.52,0.141,2.9,7.6,5.1,8.8,1.5,0.6,10.2,18.8,0.4,0.0,0.4,0.029,-1.2,-2.0,-3.2,-0.2,,reevean01,antonio reeves,1200000.0,True
454,Ariel Hukporti,22,NYK,C,25,1,217,7.6,0.654,0.0,0.419,7.5,19.4,13.5,6.4,0.2,6.4,36.4,11.6,-0.2,0.3,0.1,0.02,-6.5,0.9,-5.6,-0.2,,hukpoar01,ariel hukporti,1955377.0,False
513,Armel Traoré,22,LAL,SF,9,0,67,3.5,0.317,0.368,0.368,3.5,21.2,12.6,2.0,2.9,2.8,12.0,16.4,-0.2,0.1,-0.1,-0.092,-9.5,-0.4,-9.8,-0.1,,armeltr01,armel traore,600000.0,True
210,Ausar Thompson,22,DET,SF,59,48,1328,17.2,0.568,0.107,0.309,9.3,15.9,12.6,14.4,3.5,2.9,13.3,19.1,1.5,2.4,3.8,0.138,-0.8,2.5,1.7,1.2,,thompau01,ausar thompson,8775000.0,False
23,Austin Reaves,26,LAL,SG,73,73,2550,18.1,0.616,0.512,0.353,2.8,11.5,7.3,24.9,1.6,0.8,12.9,23.7,5.6,2.1,7.6,0.144,2.4,-0.5,1.9,2.6,,reaveau01,austin reaves,13937574.0,False
196,Ayo Dosunmu,25,CHI,SG,46,26,1394,12.8,0.585,0.421,0.176,2.0,10.0,6.1,20.2,1.4,1.1,12.5,16.6,1.6,1.0,2.5,0.087,-1.4,-0.2,-1.6,0.1,,dosunay01,ayo dosunmu,7518518.0,False
12,Bam Adebayo,27,MIA,C,78,78,2674,18.9,0.561,0.199,0.295,7.7,23.1,15.5,20.0,1.8,1.9,11.4,23.5,3.5,4.0,7.5,0.135,1.0,1.0,2.0,2.7,DPOY-10,adebaba01,bam adebayo,37096620.0,False
407,Baylor Scheierman,24,BOS,SG,31,2,384,10.3,0.49,0.745,0.109,5.4,13.0,9.2,11.3,2.2,0.5,9.4,14.5,0.2,0.5,0.7,0.089,-2.5,0.8,-1.7,0.0,,scheiba01,baylor scheierman,2619000.0,False
230,Ben Sheppard,23,IND,SG,63,9,1228,9.2,0.555,0.693,0.094,4.0,12.0,8.0,8.6,1.5,1.0,6.9,11.3,1.0,1.0,2.1,0.081,-2.2,0.2,-2.0,0.0,,sheppbe01,ben sheppard,2790720.0,False
252,Ben Simmons,28,2TM,PG,51,24,1120,12.4,0.539,0.0,0.148,4.6,20.3,12.2,37.0,1.7,2.0,30.0,13.2,0.5,1.3,1.8,0.078,-2.3,1.8,-0.5,0.4,,simmobe01,ben simmons,1200000.0,True
69,Bennedict Mathurin,22,IND,SF,72,49,2149,13.6,0.579,0.338,0.389,4.6,15.2,9.9,8.8,1.1,1.0,11.9,22.8,1.3,1.8,3.0,0.068,-1.3,-1.5,-2.9,-0.5,,mathube01,bennedict mathurin,9187573.0,False
99,Bilal Coulibaly,20,WAS,SF,59,59,1948,10.8,0.515,0.359,0.296,4.8,10.9,7.8,14.9,1.9,1.9,15.1,17.9,-0.6,0.9,0.3,0.008,-3.0,-0.7,-3.7,-0.8,,coulibi01,bilal coulibaly,7275600.0,False
366,Bismack Biyombo,32,SAS,C,28,26,528,12.2,0.576,0.0,0.219,8.7,23.4,16.0,7.9,1.5,3.9,17.8,12.3,0.2,0.6,0.8,0.071,-3.6,0.0,-3.6,-0.2,,biyombi01,bismack biyombo,1200000.0,True
329,Blake Wesley,21,SAS,SG,58,0,683,9.9,0.51,0.312,0.328,2.7,6.9,4.8,22.3,2.6,0.8,20.2,16.7,-0.3,0.4,0.2,0.011,-3.9,-0.3,-4.2,-0.4,,weslebl01,blake wesley,4726328.0,False
225,Bobby Portis,29,MIL,PF,49,7,1244,17.7,0.542,0.299,0.123,8.2,27.0,18.0,12.9,1.4,1.9,8.3,24.1,0.9,1.9,2.7,0.106,0.6,-0.4,0.2,0.7,,portibo01,bobby portis,1200000.0,True
529,Bobi Klintman,21,DET,SF,8,0,42,15.9,0.689,0.5,0.2,2.7,15.7,9.2,22.5,2.3,2.3,8.4,11.9,0.1,0.1,0.2,0.208,-1.0,1.9,1.0,0.0,,klintbo01,bobi klintman,1955377.0,False
207,Bogdan Bogdanović,32,2TM,SG,54,4,1348,11.1,0.559,0.587,0.134,2.0,11.2,6.6,15.2,1.5,0.8,12.4,18.7,0.7,1.2,1.9,0.069,-1.8,-0.2,-2.0,0.0,,bogdabo01,bogdan bogdanovic,16020000.0,False
390,Bol Bol,25,PHO,PF,36,10,448,18.4,0.627,0.508,0.142,5.1,20.4,13.0,7.7,1.0,5.2,9.3,21.1,0.6,0.3,0.9,0.097,1.7,-0.9,0.8,0.3,,bolbo01,bol bol,1200000.0,True
449,Bones Hyland,24,2TM,PG,24,0,239,16.0,0.576,0.695,0.22,2.4,9.3,5.9,20.1,3.7,1.7,16.2,28.2,0.1,0.4,0.5,0.095,0.9,1.8,2.7,0.3,,hylanbo01,bones hyland,1200000.0,True
146,Bradley Beal,31,PHO,SG,53,38,1702,15.2,0.598,0.38,0.197,2.3,9.1,5.8,17.6,1.7,1.5,11.6,22.1,1.9,0.6,2.4,0.068,-0.1,-1.0,-1.1,0.4,,bealbr01,bradley beal,53666270.0,False
445,Branden Carlson,25,OKC,C,32,0,246,17.6,0.581,0.68,0.186,7.6,15.8,11.8,7.5,1.0,8.6,6.3,19.3,0.4,0.5,0.9,0.177,0.5,0.8,1.3,0.2,,carlsbr01,branden carlson,1200000.0,True
143,Brandin Podziemski,21,GSW,SG,64,33,1716,14.4,0.557,0.491,0.151,4.0,16.8,10.2,18.7,2.0,0.7,10.1,18.3,1.9,2.3,4.2,0.117,-0.1,0.8,0.7,1.2,,podzibr01,brandin podziemski,3687960.0,False
271,Brandon Boston Jr.,23,NOP,SG,42,10,993,12.7,0.535,0.367,0.223,3.0,11.9,7.3,13.7,2.6,0.9,11.1,20.0,0.2,0.5,0.7,0.033,-2.3,-0.2,-2.5,-0.1,,bostobr01,brandon boston jr,2349578.0,False
235,Brandon Clarke,28,MEM,PF,64,18,1207,17.6,0.638,0.045,0.229,11.3,17.3,14.3,7.4,2.0,2.7,8.9,15.3,2.7,1.7,4.4,0.174,0.0,0.8,0.8,0.9,,clarkbr01,brandon clarke,12500000.0,False
350,Brandon Ingram,27,NOP,SF,18,18,595,16.0,0.56,0.345,0.165,3.0,15.5,9.1,26.8,1.3,1.8,16.2,30.2,-0.2,0.2,0.0,0.001,1.4,-1.7,-0.3,0.3,,ingrabr01,brandon ingram,38095238.0,False
280,Brandon Miller,22,CHO,SF,27,27,924,14.0,0.54,0.597,0.161,2.8,12.5,7.6,18.3,1.5,2.1,12.6,27.7,-0.2,0.7,0.4,0.023,0.8,-0.8,0.0,0.4,,millebr02,brandon miller,11968800.0,False
378,Brandon Williams,25,DAL,PG,33,3,487,18.3,0.634,0.319,0.351,2.7,10.1,6.5,23.2,2.4,0.9,15.2,22.6,0.9,0.4,1.3,0.129,1.0,-0.1,1.0,0.4,,willibr03,brandon williams,2270735.0,False
556,Braxton Key,27,GSW,SF,3,0,11,1.1,0.226,0.25,1.5,9.5,10.1,9.8,0.0,8.8,0.0,13.1,29.3,-0.1,0.0,-0.1,-0.259,-13.9,0.3,-13.6,0.0,,keybr01,braxton key,600000.0,True
187,Brice Sensabaugh,21,UTA,SF,71,15,1432,13.4,0.612,0.621,0.122,3.2,12.6,7.9,12.0,1.5,0.5,14.5,21.5,0.9,0.3,1.2,0.042,0.4,-1.6,-1.2,0.3,,sensabr01,brice sensabaugh,2693760.0,False
462,Bronny James,20,LAL,SG,27,1,181,7.1,0.424,0.478,0.209,2.6,8.5,5.6,16.5,2.4,1.6,15.1,20.9,-0.3,0.2,-0.2,-0.043,-5.9,-1.3,-7.2,-0.2,,jamesbr02,bronny james,1955377.0,False
26,Brook Lopez,36,MIL,C,80,80,2546,14.8,0.624,0.482,0.178,5.0,11.8,8.6,7.8,0.9,5.4,9.1,15.8,3.6,2.9,6.6,0.124,0.4,0.4,0.8,1.8,,lopezbr01,brook lopez,1200000.0,True
281,Bruce Brown,28,2TM,PG,41,12,922,10.9,0.504,0.262,0.21,4.5,14.9,9.6,12.8,1.8,1.0,10.4,17.2,0.1,0.6,0.7,0.035,-3.2,-0.6,-3.8,-0.4,,brownbr01,bruce brown,1200000.0,True
473,Bruno Fernando,26,TOR,C,17,2,147,15.3,0.552,0.0,0.163,15.0,22.4,18.6,17.9,1.3,5.8,21.0,18.9,0.0,0.2,0.3,0.085,-3.0,2.3,-0.7,0.1,,fernabr01,bruno fernando,600000.0,True
536,Bryce McGowens,22,POR,SG,13,0,32,1.7,0.391,0.286,0.429,6.6,3.5,5.1,8.7,1.5,0.0,19.4,26.8,-0.1,0.0,-0.1,-0.172,-9.9,-3.8,-13.6,-0.1,,mcgowbr01,bryce mcgowens,600000.0,True
28,Bub Carrington,19,WAS,PG,82,57,2458,9.0,0.514,0.544,0.114,1.4,13.1,7.2,21.2,1.0,0.8,15.2,15.8,-0.4,0.6,0.2,0.005,-3.3,-1.3,-4.6,-1.6,,carrica01,bub carrington,4677600.0,False
115,Buddy Hield,32,GSW,SG,82,22,1863,12.3,0.56,0.698,0.081,2.9,12.7,7.6,10.7,1.8,1.2,10.1,20.5,0.6,2.2,2.8,0.073,-0.7,-0.3,-1.0,0.5,,hieldbu01,buddy hield,9219512.0,False
29,Cade Cunningham,23,DET,PG,70,70,2452,20.6,0.565,0.287,0.254,2.5,16.5,9.6,43.0,1.4,2.1,16.0,33.2,3.0,2.9,5.9,0.115,3.8,0.1,3.9,3.7,MVP-7ASNBA3,cunnica01,cade cunningham,38661750.0,False
307,Caleb Houstan,22,ORL,SF,58,6,788,9.4,0.605,0.842,0.089,2.6,8.6,5.5,6.4,1.4,0.7,6.2,11.7,0.9,0.9,1.8,0.109,-2.4,0.2,-2.2,0.0,,houstca01,caleb houstan,2187699.0,False
233,Caleb Martin,29,2TM,SF,45,24,1218,9.6,0.513,0.339,0.322,4.8,11.7,8.2,10.7,1.9,1.8,13.9,14.4,0.0,0.7,0.6,0.025,-2.9,-0.2,-3.2,-0.4,,martica02,caleb martin,9594044.0,False
517,Cam Christie,19,LAC,SG,13,0,59,9.1,0.349,0.542,0.167,5.8,17.0,11.5,13.7,4.2,1.7,7.2,20.5,-0.1,0.1,0.0,-0.005,-5.5,3.0,-2.5,0.0,,chrisca02,cam christie,1955377.0,False
